State,FIPS,County,Population,Land Area (sq mi),Water Area (sq mi),Total Area (sq mi),Latitude,Longitude,Wind Speed (mph)
MD,24037,St. Mary's,"105,151",357.18,407.071,764.251,38.222666,–76.534271,16.33
LA,22103,St. Tammany,"233,740",845.551,278.638,"1,124.19",30.410022,–89.951962,21.42
KS,20185,Stafford,"4,437",792.046,2.871,794.917,38.03563,–98.719889,17.77
VA,51179,Stafford,"128,961",268.956,10.973,279.929,38.418933,–77.459043,15.11
CA,6099,Stanislaus,"514,453","1,494.83",19.86,"1,514.69",37.562384,–121.002656,18.99
SD,46117,Stanley,"2,966","1,444.43",72.735,"1,517.17",44.415547,–100.749163,22.68
NC,37167,Stanly,"60,585",395.086,9.754,404.84,35.310523,–80.254355,21.47
KS,20187,Stanton,"2,235",680.345,0.07,680.415,37.565932,–101.789383,16.49
NE,31167,Stanton,"6,129",427.949,3.054,431.003,41.904793,–97.174724,17.06
IL,17175,Stark,"5,994",288.079,0.274,288.353,41.096908,–89.797411,13.93
ND,38089,Stark,"24,199","1,334.74",5.458,"1,340.19",46.817031,–102.662026,21.4
OH,39151,Stark,"375,586",575.271,5.262,580.533,40.814131,–81.365667,17.55
IN,18149,Starke,"23,363",309.134,3.072,312.206,41.28322,–86.647570,18.16
TX,48427,Starr,"60,968","1,223.18",5.908,"1,229.09",26.546335,–98.715803,17.28
VA,51790,Staunton [9],"23,746",19.975,0.06,20.035,38.158056,–79.061501,15.4
MO,29186,Ste. Genevieve,"18,145",499.153,7.622,506.775,37.89018,–90.181170,18.9
MN,27145,Stearns,"150,642","1,343.13",46.819,"1,389.95",45.555235,–94.610482,16.22
MN,27147,Steele,"36,576",429.645,2.694,432.339,44.015261,–93.220453,26
ND,38091,Steele,"1,975",712.215,3.249,715.464,47.458288,–97.718895,20.29
GA,13257,Stephens,"26,175",179.131,5.066,184.197,34.552914,–83.290216,18.31
OK,40137,Stephens,"45,048",870.244,21.119,891.363,34.481361,–97.855607,18.83
TX,48429,Stephens,"9,630",896.719,24.762,921.481,32.731531,–98.840081,13.55
IL,17177,Stephenson,"47,711",564.523,0.535,565.058,42.349726,–89.665994,18.35
TX,48431,Sterling,"1,143",923.451,0.065,923.516,31.835774,–101.054911,22.91
IN,18151,Steuben,"34,185",308.939,13.527,322.466,41.643437,–85.002467,17.33
NY,36101,Steuben,"98,990","1,390.56",13.524,"1,404.08",42.266725,–77.385525,18.51
KS,20189,Stevens,"5,724",727.293,0.18,727.473,37.202356,–101.315796,20.97
MN,27149,Stevens,"9,726",563.604,11.715,575.319,45.593461,–95.992315,16.84
WA,53065,Stevens,"43,531","2,477.77",62.985,"2,540.75",48.390648,–117.854897,16.7
GA,13259,Stewart,"6,058",458.733,4.879,463.612,32.073225,–84.834912,16.19
TN,47161,Stewart,"13,324",459.33,33.681,493.011,36.511756,–87.851548,16.55
MT,30095,Stillwater,"9,117","1,795.35",9.233,"1,804.58",45.663496,–109.391752,12.1
MO,29207,Stoddard,"29,968",823.222,5.799,829.021,36.855428,–89.941735,18.07
NC,37169,Stokes,"47,401",448.857,6.772,455.629,36.404195,–80.239271,15.67
AR,5137,Stone,"12,394",606.405,3.027,609.432,35.856989,–92.140494,21.21
MS,28131,Stone,"17,786",445.485,2.592,448.077,30.790184,–89.112297,15.58
MO,29209,Stone,"32,202",464.033,46.744,510.777,36.747857,–93.467782,19.2
TX,48433,Stonewall,"1,490",916.313,3.93,920.243,33.17958,–100.253807,22.08
NV,32029,Storey,"4,010",262.92,0.723,263.643,39.438385,–119.524646,14.72
IA,19169,Story,"89,542",572.818,0.831,573.649,42.037538,–93.466093,11.11
NH,33017,Strafford,"123,143",368.975,15.027,384.002,43.293177,–71.035927,17.07
ND,38093,Stutsman,"21,100","2,221.72",76.184,"2,297.91",46.971103,–98.957592,19.97
WY,56035,Sublette,"10,247","4,886.54",49.173,"4,935.71",42.767928,–109.916170,20.4
MA,25025,Suffolk,"722,023",58.154,62.065,120.219,42.33196,–71.020173,19.78
NY,36103,Suffolk,"1,493,350",912.051,"1,461.08","2,373.13",40.943554,–72.692218,13.49
VA,51800,Suffolk [9],"84,585",400.168,28.923,429.091,36.697157,–76.634781,17.94
IN,18153,Sullivan,"21,475",447.142,6.974,454.116,39.089225,–87.415843,17.61
MO,29211,Sullivan,"6,714",647.981,3.523,651.504,40.209587,–93.109783,24.38
NH,33019,Sullivan,"43,742",537.313,14.681,551.994,43.361188,–72.222084,19.91
NY,36105,Sullivan,"77,547",968.132,28.591,996.723,41.720176,–74.764680,22.57
PA,42113,Sullivan,"6,428",449.94,2.555,452.495,41.43979,–76.511525,19.23
TN,47163,Sullivan,"156,823",413.363,16.344,429.707,36.510212,–82.299397,17.66
SD,46119,Sully,"1,373","1,006.82",63.469,"1,070.29",44.722325,–100.131399,21.12
WV,54089,Summers,"13,927",360.46,7.267,367.727,37.656003,–80.856315,15.3
CO,8117,Summit,"27,994",608.358,10.92,619.278,39.621023,–106.137555,14.64
OH,39153,Summit,"541,781",412.748,7.307,420.055,41.121851,–81.534936,17.04
UT,49043,Summit,"36,324","1,871.71",10.259,"1,881.97",40.87206,–110.968486,16.5
KS,20191,Sumner,"24,132","1,181.94",3.014,"1,184.96",37.236663,–97.493349,14.57
TN,47165,Sumner,"160,645",529.449,13.768,543.217,36.470015,–86.458517,15.05
AL,1119,Sumter,"13,763",903.887,9.435,913.322,32.597481,–88.200057,15.19
FL,12119,Sumter,"93,420",546.933,32.893,579.826,28.714294,–82.074715,14.49
GA,13261,Sumter,"32,819",482.697,9.957,492.654,32.042203,–84.204283,18.62
SC,45085,Sumter,"107,456",665.066,17.019,682.085,33.916046,–80.382472,13.91
MS,28133,Sunflower,"29,450",697.754,9.173,706.927,33.605529,–90.595090,12.52
NC,37171,Surry,"73,673",532.166,4.137,536.303,36.415416,–80.686463,14.7
VA,51181,Surry,"7,058",278.949,31.358,310.307,37.119761,–76.880172,18.06
PA,42115,Susquehanna,"43,356",823.435,8.708,832.143,41.819665,–75.800969,19.56
DE,10005,Sussex,"197,145",936.079,260.312,"1,196.39",38.677511,–75.335495,17.34
NJ,34037,Sussex,"149,265",519.014,16.729,535.743,41.137424,–74.691855,16.87
VA,51183,Sussex,"12,087",490.22,2.608,492.828,36.926645,–77.259732,20.99
CA,6101,Sutter,"94,737",602.41,6.08,608.49,39.035257,–121.702758,18.67
TX,48435,Sutton,"4,128","1,453.93",0.493,"1,454.42",30.517865,–100.505395,18.26
FL,12121,Suwannee,"41,551",688.552,3.704,692.256,30.189244,–82.992754,15.02
NC,37173,Swain,"13,981",527.996,12.648,540.644,35.568849,–83.465614,15.96
MT,30097,Sweet Grass,"3,651","1,855.21",6.829,"1,862.03",45.81306,–109.941312,15.86
WY,56037,Sweetwater,"43,806","10,426.65",64.436,"10,491.09",41.660339,–108.875676,15.79
MN,27151,Swift,"9,783",742.083,10.105,752.188,45.27545,–95.690398,14.88
TX,48437,Swisher,"7,854",890.159,10.532,900.691,34.53046,–101.732852,12.58
IN,18155,Switzerland,"10,613",220.633,2.806,223.439,38.825846,–85.029679,15.28
GA,13263,Talbot,"6,865",391.389,3.373,394.762,32.704603,–84.530029,15.01
MD,24041,Talbot,"37,782",268.538,208.267,476.805,38.749427,–76.179130,15.23
GA,13265,Taliaferro,"1,717",194.608,0.74,195.348,33.559314,–82.875208,16.03
AL,1121,Talladega,"82,291",736.775,23.531,760.306,33.369277,–86.175805,11.64
MS,28135,Tallahatchie,"15,378",645.288,6.854,652.142,33.955891,–90.172833,15.29
AL,1123,Tallapoosa,"41,616",716.521,49.733,766.254,32.863369,–85.799553,16.02
IA,19171,Tama,"17,767",721.011,1.069,722.08,42.074848,–92.529412,18.81
MO,29213,Taney,"51,675",632.436,19.203,651.639,36.649827,–93.042819,15.7
LA,22105,Tangipahoa,"121,097",791.275,31.994,823.269,30.621581,–90.406633,17.04
NM,35055,Taos,"32,937","2,203.11",1.307,"2,204.42",36.576529,–105.637987,15.68
TX,48439,Tarrant,"1,809,034",863.608,38.696,902.304,32.77204,–97.291291,15.39
MS,28137,Tate,"28,886",404.759,6.213,410.972,34.649553,–89.943105,19.36
GA,13267,Tattnall,"25,520",479.403,8.946,488.349,32.043768,–82.059208,19.96
FL,12123,Taylor,"22,570","1,043.31",188.896,"1,232.20",30.016943,–83.616417,20.53
GA,13269,Taylor,"8,906",376.686,3.013,379.699,32.554667,–84.251426,19.24
IA,19173,Taylor,"6,317",531.902,2.754,534.656,40.737949,–94.697108,19.82
KY,21217,Taylor,"24,512",266.327,10.49,276.817,37.365106,–85.326698,15.68
TX,48441,Taylor,"131,506",915.552,3.753,919.305,32.295684,–99.893220,21.13
WV,54091,Taylor,"16,895",172.771,2.908,175.679,39.329072,–80.045629,17.85
WI,55119,Taylor,"20,689",974.876,9.545,984.421,45.211656,–90.504853,21.01
IL,17179,Tazewell,"135,394",648.974,8.962,657.936,40.508074,–89.516260,17.09
VA,51185,Tazewell,"45,078",518.846,1.125,519.971,37.125395,–81.562924,13.15
CA,6103,Tehama,"63,463","2,949.71",12.462,"2,962.17",40.126156,–122.232276,17.25
GA,13271,Telfair,"16,500",437.303,6.705,444.008,31.913639,–82.931062,13.73
CO,8119,Teller,"23,350",557.055,1.909,558.964,38.871994,–105.182552,14.56
LA,22107,Tensas,"5,252",602.784,38.406,641.19,32.001489,–91.342576,19.95
LA,22109,Terrebonne,"111,860","1,231.82",850.258,"2,082.07",29.333266,–90.844191,20.07
GA,13273,Terrell,"9,315",335.439,2.264,337.703,31.777191,–84.439446,20.88
TX,48443,Terrell,984,"2,358.03",0.041,"2,358.07",30.232332,–102.072539,20.77
TX,48445,Terry,"12,651",888.839,2.102,890.941,33.171229,–102.339284,13.47
ID,16081,Teton,"10,170",449.456,1.104,450.56,43.760994,–111.211765,16.8
MT,30099,Teton,"6,073","2,272.38",20.144,"2,292.52",47.819035,–112.281725,16.06
WY,56039,Teton,"21,294","3,995.38",220.953,"4,216.33",44.049321,–110.588102,22.37
MO,29215,Texas,"26,008","1,177.27",1.958,"1,179.22",37.314257,–91.964478,15.04
OK,40139,Texas,"20,640","2,041.26",7.419,"2,048.68",36.741964,–101.488434,16.82
NE,31169,Thayer,"5,228",573.807,1.168,574.975,40.173845,–97.596263,19.97
GA,13275,Thomas,"44,720",544.596,7.623,552.219,30.864616,–83.919783,11.73
KS,20193,Thomas,"7,900","1,074.69",0.111,"1,074.80",39.357706,–101.083439,17.44
NE,31171,Thomas,647,713.236,0.783,714.019,41.84862,–100.506911,18.18
TX,48447,Throckmorton,"1,641",912.552,2.929,915.481,33.170712,–99.206137,16.01
NE,31173,Thurston,"6,940",393.584,2.494,396.078,42.154061,–96.533943,22.36
WA,53067,Thurston,"252,264",721.961,51.541,773.502,46.932598,–122.829441,16.46
GA,13277,Tift,"40,118",258.915,9.875,268.79,31.457003,–83.525931,17.26
OR,41057,Tillamook,"25,250","1,102.58",230.183,"1,332.76",45.455743,–123.759327,18.82
OK,40141,Tillman,"7,992",871.134,8.067,879.201,34.371085,–98.931701,17.49
NY,36107,Tioga,"51,125",518.602,4.278,522.88,42.178057,–76.297450,19.23
PA,42117,Tioga,"41,981","1,133.79",3.178,"1,136.97",41.766859,–77.257288,13.82
MS,28139,Tippah,"22,232",457.815,2.14,459.955,34.763618,–88.918819,17.54
IN,18157,Tippecanoe,"172,780",499.806,3.437,503.243,40.38926,–86.893943,17.31
IN,18159,Tipton,"15,936",260.541,0.026,260.567,40.310229,–86.056207,19.57
TN,47167,Tipton,"61,081",458.366,14.948,473.314,35.500297,–89.763708,19.84
MS,28141,Tishomingo,"19,593",424.254,20.265,444.519,34.737699,–88.236067,14.78
TX,48449,Titus,"32,334",406.054,19.589,425.643,33.214599,–94.966783,21.64
KY,21219,Todd,"12,460",374.496,2.56,377.056,36.840338,–87.183642,19.93
MN,27153,Todd,"24,895",944.982,34.518,979.5,46.066569,–94.900576,20.19
SD,46121,Todd [12],"9,612","1,388.56",2.26,"1,390.82",43.208172,–100.717204,20.14
CT,9013,Tolland [6],"152,691",410.214,6.833,417.047,41.858076,–72.340977,18.2
TX,48451,Tom Green,"110,224","1,521.97",18.573,"1,540.55",31.401583,–100.461355,21.13
NY,36109,Tompkins,"101,564",474.649,16.909,491.558,42.453281,–76.473712,17.79
UT,49045,Tooele,"58,218","6,941.35",344.728,"7,286.08",40.467692,–113.124015,17.43
MT,30101,Toole,"5,324","1,915.65",30.119,"1,945.77",48.645052,–111.733493,18.85
GA,13279,Toombs,"27,223",364.005,6.988,370.993,32.126698,–82.332071,16.82
NM,35057,Torrance,"16,383","3,344.85",0.888,"3,345.73",34.634644,–105.846836,19.11
ND,38095,Towner,"2,246","1,024.56",16.919,"1,041.48",48.682183,–99.248158,15.01
GA,13281,Towns,"10,471",166.563,5.42,171.983,34.90265,–83.732158,19.63
ND,38097,Traill,"8,121",861.949,0.565,862.514,47.446215,–97.164754,24.28
NC,37175,Transylvania,"33,090",378.528,1.985,380.513,35.210095,–82.816696,18.27
MN,27155,Traverse,"3,558",573.902,11.951,585.853,45.76984,–96.475049,15.98
TX,48453,Travis,"1,024,266",990.202,32.806,"1,023.01",30.239513,–97.691270,19.22
MT,30103,Treasure,718,977.398,6.626,984.024,46.209636,–107.280494,16.18
KS,20195,Trego,"3,001",889.478,10.148,899.626,38.921302,–99.865423,14.08
WI,55121,Trempealeau,"28,816",732.965,9.024,741.989,44.30305,–91.358867,14.77
GA,13283,Treutlen,"6,885",199.436,3.014,202.45,32.409586,–82.570882,18.18
KY,21221,Trigg,"14,339",441.433,39.896,481.329,36.807681,–87.858652,15.32
KY,21223,Trimble,"8,809",151.648,4.569,156.217,38.618193,–85.355171,16.92
CA,6105,Trinity,"13,786","3,179.25",28.343,"3,207.60",40.647724,–123.114404,18.07
TX,48455,Trinity,"14,585",693.608,20.36,713.968,31.087483,–95.153291,15.41
SD,46123,Tripp,"5,644","1,612.45",5.125,"1,617.57",43.349729,–99.876219,12.35
GA,13285,Troup,"67,044",413.988,31.974,445.962,33.034482,–85.028360,15.1
TN,47169,Trousdale,"7,870",114.193,2.45,116.643,36.39303,–86.156691,18.57
OH,39155,Trumbull,"210,312",618.297,18.271,636.568,41.308936,–80.767656,15.57
WV,54093,Tucker,"7,141",418.922,2.135,421.057,39.111175,–79.559968,16.56
CA,6107,Tulare,"442,179","4,824.22",14.437,"4,838.65",36.230453,–118.780542,25.49
OK,40143,Tulsa,"603,403",570.246,16.772,587.018,36.120121,–95.941731,15.14
MS,28143,Tunica,"10,778",454.668,26.059,480.727,34.652201,–90.371770,14.8
CA,6109,Tuolumne,"55,365","2,220.88",53.546,"2,274.43",38.021451,–119.964708,15.46
GA,13287,Turner,"8,930",285.393,4.587,289.98,31.718232,–83.628567,15.23
SD,46125,Turner,"8,347",617.057,0.637,617.694,43.30867,–97.150185,18.96
AL,1125,Tuscaloosa,"194,656","1,321.76",29.497,"1,351.25",33.290202,–87.522860,14.24
OH,39157,Tuscarawas,"92,582",567.636,3.815,571.451,40.447441,–81.471157,18.93
MI,26157,Tuscola,"55,729",803.127,110.784,913.911,43.487902,–83.436618,17.86
GA,13289,Twiggs,"9,023",358.398,4.236,362.634,32.665847,–83.425879,17.72
ID,16083,Twin Falls,"77,230","1,921.21",7.111,"1,928.32",42.352309,–114.665639,17.59
TX,48457,Tyler,"21,766",924.501,11.122,935.623,30.769579,–94.379449,16.59
WV,54095,Tyler,"9,208",256.294,4.403,260.697,39.465981,–80.879493,22
NC,37177,Tyrrell,"4,407",389.035,205.183,594.218,35.87042,–76.165345,18.45
WY,56041,Uinta,"21,118","2,081.26",6.31,"2,087.57",41.284726,–110.558947,16.19
UT,49047,Uintah,"32,588","4,479.69",21.694,"4,501.39",40.125887,–109.517748,14.64
NY,36111,Ulster,"182,493","1,124.24",36.525,"1,160.76",41.947232,–74.265447,16.11
OR,41059,Umatilla,"75,889","3,215.51",15.897,"3,231.41",45.5912,–118.733880,17.43
TN,47171,Unicoi,"18,313",186.165,0.328,186.493,36.100215,–82.418245,18.75
AR,5139,Union,"41,639","1,039.21",15.985,"1,055.20",33.168219,–92.598145,15.52
FL,12125,Union,"15,535",243.556,6.197,249.753,30.05428,–82.366918,16.71
GA,13291,Union,"21,356",321.926,7.078,329.004,34.83377,–83.989573,17.72
IL,17181,Union,"17,808",413.459,8.689,422.148,37.475104,–89.252875,17.6
IN,18161,Union,"7,516",161.224,3.953,165.177,39.623111,–84.925152,17.51
IA,19175,Union,"12,534",423.645,2.153,425.798,41.02855,–94.245091,12.27
KY,21225,Union,"15,007",342.849,20.528,363.377,37.658029,–87.951650,18.61
LA,22111,Union,"22,721",876.988,28.415,905.403,32.829349,–92.375650,16.4
MS,28145,Union,"27,134",415.598,1.308,416.906,34.489101,–89.002300,22.62
NJ,34039,Union,"536,499",102.855,2.546,105.401,40.659871,–74.308696,17.71
NM,35059,Union,"4,549","3,823.74",7.131,"3,830.88",36.488085,–103.475723,14.77
NC,37179,Union,"201,292",631.52,8.006,639.526,34.991501,–80.530131,20.43
OH,39159,Union,"52,300",431.73,5.142,436.872,40.295901,–83.367042,18.43
OR,41061,Union,"25,748","2,036.61",1.929,"2,038.54",45.304047,–117.999136,16.98
PA,42119,Union,"44,947",315.982,1.795,317.777,40.962179,–77.055475,18.9
SC,45087,Union,"28,961",514.171,1.855,516.026,34.690514,–81.615831,16.39
SD,46127,Union,"14,399",460.542,6.587,467.129,42.831106,–96.650829,14.6
TN,47173,Union,"19,109",223.549,23.588,247.137,36.28414,–83.836088,17.13
TX,48459,Upshur,"39,309",582.947,9.652,592.599,32.735878,–94.941649,15.8
WV,54097,Upshur,"24,254",354.638,0.117,354.755,38.902537,–80.231335,15.51
GA,13293,Upson,"27,153",323.437,4.117,327.554,32.881837,–84.292281,8.47
TX,48461,Upton,"3,355","1,241.32",0.179,"1,241.50",31.353849,–102.042013,19.79
UT,49049,Utah,"516,564","2,003.45",140.66,"2,144.11",40.120409,–111.668667,22.18
TX,48463,Uvalde,"26,405","1,551.95",6.688,"1,558.63",29.35034,–99.761074,22.97
TX,48465,Val Verde,"48,879","3,144.75",87.92,"3,232.67",29.884961,–101.146646,15.73
AK,2261,Valdez-Cordova [4],"9,636","34,239.88","6,100.30","40,340.18",61.34984,–145.023141,16.89
NM,35061,Valencia,"76,569","1,066.18",2.119,"1,068.29",34.71684,–106.806582,18.91
ID,16085,Valley,"9,862","3,664.52",68.446,"3,732.96",44.771532,–115.637875,16.39
MT,30105,Valley,"7,369","4,925.82",135.972,"5,061.79",48.365713,–106.687883,17.98
NE,31175,Valley,"4,260",568.048,2.41,570.458,41.564094,–98.983484,15.34
AR,5141,Van Buren,"17,295",708.143,16.141,724.284,35.582959,–92.515977,14.9
IA,19177,Van Buren,"7,570",484.789,5.73,490.519,40.754117,–91.952943,18.65
MI,26159,Van Buren,"76,258",607.474,482.423,"1,089.90",42.283986,–86.305697,16.86
TN,47175,Van Buren,"5,548",273.415,1.117,274.532,35.699245,–85.458411,19.63
OH,39161,Van Wert,"28,744",409.158,1.267,410.425,40.85552,–84.585775,9.04
TX,48467,Van Zandt,"52,579",842.557,17.053,859.61,32.558948,–95.836391,16.53
NC,37181,Vance,"45,422",253.517,16.303,269.82,36.365481,–78.405434,14.08
IN,18163,Vanderburgh,"179,703",233.475,2.855,236.33,38.02007,–87.586166,17.61
PA,42121,Venango,"54,984",674.284,8.552,682.836,41.40198,–79.754418,14.86
CA,6111,Ventura,"823,318","1,843.13",365.249,"2,208.38",34.358742,–119.133143,21.39
IL,17183,Vermilion,"81,625",898.368,2.909,901.277,40.18674,–87.726772,17.5
LA,22113,Vermilion,"57,999","1,173.20",368.87,"1,542.07",29.786872,–92.290090,14.24
IN,18165,Vermillion,"16,212",256.878,3.052,259.93,39.854045,–87.462071,19.26
LA,22115,Vernon,"52,334","1,327.91",13.575,"1,341.49",31.110563,–93.181520,21.73
MO,29217,Vernon,"21,159",826.398,10.431,836.829,37.850196,–94.341597,15.52
WI,55123,Vernon,"29,773",791.579,24.827,816.406,43.599858,–90.815226,15.67
TX,48469,Victoria,"86,793",882.143,6.693,888.836,28.79637,–96.971198,16.24
IN,18167,Vigo,"107,848",403.313,7.138,410.451,39.429143,–87.390375,17.73
WI,55125,Vilas,"21,430",856.604,161.24,"1,017.84",46.049848,–89.501254,18.73
OH,39163,Vinton,"13,435",412.36,2.618,414.978,39.252014,–82.485961,17.55
VA,51810,Virginia Beach [9],"437,994",249.016,248.322,497.338,36.779322,–76.024020,17.01
FL,12127,Volusia,"494,593","1,101.03",331.404,"1,432.44",29.057617,–81.161813,16.29
IL,17185,Wabash,"11,947",223.252,4.254,227.506,38.445821,–87.839167,20.95
IN,18169,Wabash,"32,888",412.434,8.541,420.975,40.843717,–85.795175,13.95
MN,27157,Wabasha,"21,676",522.982,26.634,549.616,44.289693,–92.233341,11.59
KS,20197,Wabaunsee,"7,053",794.302,5.318,799.62,38.955154,–96.201262,18.06
AK,2270,Wade Hampton [4],"7,459","17,081.43","2,591.52","19,672.95",62.283174,–163.190950,14.64
MN,27159,Wadena,"13,843",536.268,6.965,543.233,46.586784,–94.988331,12.94
OK,40145,Wagoner,"73,085",561.555,29.121,590.676,35.963479,–95.514100,15.65
WA,53069,Wahkiakum,"3,978",263.375,23.806,287.181,46.294638,–123.424458,15.85
NC,37183,Wake,"900,993",835.219,22.103,857.322,35.789846,–78.650624,14.4
FL,12129,Wakulla,"30,776",606.419,129.307,735.726,30.140378,–84.375136,21.87
ME,23027,Waldo,"38,786",729.918,122.838,852.756,44.505361,–69.139678,21.31
AL,1127,Walker,"67,023",791.192,14.002,805.194,33.791571,–87.301092,14.01
GA,13295,Walker,"68,756",446.379,0.646,447.025,34.735827,–85.305385,23.98
TX,48471,Walker,"67,861",784.169,17.335,801.504,30.74309,–95.569888,18.74
WA,53071,Walla Walla,"58,781","1,270.13",28.891,"1,299.02",46.254606,–118.480374,14.14
KS,20199,Wallace,"1,485",913.652,0.054,913.706,38.926626,–101.771103,13.13
TX,48473,Waller,"43,205",513.43,4.388,517.818,30.013578,–95.982102,13.44
OR,41063,Wallowa,"7,008","3,146.19",5.482,"3,151.67",45.593753,–117.185580,20.63
ND,38099,Walsh,"11,119","1,281.93",12.164,"1,294.10",48.376979,–97.722230,18.58
MS,28147,Walthall,"15,443",403.944,0.462,404.406,31.164492,–90.103431,18.95
FL,12131,Walton,"55,043","1,037.63",201.97,"1,239.60",30.631211,–86.176614,19.17
GA,13297,Walton,"83,768",325.68,4.32,330,33.782649,–83.734215,13.22
SD,46129,Walworth,"5,438",708.63,35.99,744.62,45.427605,–100.027856,19.76
WI,55127,Walworth,"102,228",555.127,21.431,576.558,42.66811,–88.541731,15.93
IA,19179,Wapello,"35,625",431.833,4.188,436.021,41.031263,–92.409482,19.02
ND,38101,Ward,"61,675","2,013.28",42.68,"2,055.96",48.216686,–101.540537,17.55
